sample_id,label,pred,cap_nham,nhan_loi,co_prompt_noisy,co_mot_doan,co_chep_lai_ma_sai,co_dien_dat_lai,co_phan_hoi_ngan,co_tu_tin_sai,co_phan_van,co_khac,confidence,margin,p_no,p_intrinsic,p_extrinsic,n_chunks,context_words,response_words,lexical_overlap,prompt_type,question,response,context,ghi_chu_tay
vihallu_train_3846,extrinsic,intrinsic,extrinsic→intrinsic,tu_tin_sai,False,False,False,False,False,True,False,False,0.8376488846820034,0.6899478164218587,0.01465004705785194,0.8376488846820034,0.14770106826014476,4,119,48,0.6875,unknown,"Tin đồn nào được lan truyền tại các thành phố lớn, và nó có thực sự là một âm mưu của chính phủ nhằm cải thiện đời sống của người nghèo không?","Tin đồn lan truyền tại các thành phố lớn là về ""Hiệp định thịnh vượng"", được cho là một âm mưu của chính phủ nhằm cải thiện đời sống của người nghèo, nhưng thực tế chỉ là một biện pháp tạm thời để ổn định giá ngũ cốc.","Chính sách giải phóng giá ngũ gốc có hiệu quả trong những năm đầu, dẫn đến thương mại phát triển và giảm giá thành, nhưng sau những năm sản xuất kém như 1766, 1767 và 1768 thì giá lại tăng. Phần lớn Nghị viện, ở các khu vực sản xuất ngũ cốc, ủng hộ chính sách, nhưng những vùng khác, bao gồm cả Paris và Rouen, chỉ trích mạnh mẽ. Tại những thành phố này rộ lên tin đồn hoang đường về ""Hiệp định chết đói"", được cho là âm mưu của chính phủ nhằm cố ý hạ gục và tiêu diệt những người nghèo. Đây là một trong những yếu tố xách động cho cuộc Cách mạng Pháp.",
vihallu_train_4002,extrinsic,intrinsic,extrinsic→intrinsic,tu_tin_sai,False,False,False,False,False,True,False,False,0.7853859106218563,0.6032465402016299,0.03247471895791748,0.7853859106218563,0.18213937042022632,4,118,39,0.5641025641025641,unknown,"Cơ quan chính phủ nào, không phải Bộ Khoa học, Công nghệ và Cách tân, quy định các chính sách khoa học tại Malaysia, trong khi Malaysia chủ yếu xuất khẩu nông sản và không có chương trình không gian?","Bộ Nông nghiệp và Công nghiệp Cơ bản chịu trách nhiệm điều chỉnh các chính sách khoa học tại Malaysia, nơi chủ yếu xuất khẩu nông sản và không có chương trình không gian nào kể từ năm 2002.","Bộ Khoa học, Công nghệ và Cách tân quy định các chính sách khoa học tại Malaysia. Malaysia nằm trong số các nhà xuất khẩu lớn nhất thế giới về thiết bị bán dẫn, thiết bị điện tử, sản phẩm công nghệ thông tin và truyền thông. Malaysia bắt đầu phát triển chương trình không gian một cách riêng rẽ vào năm 2002, và đến năm 2006, Nga đồng ý vận chuyển một người Malaysia lên Trạm vũ trụ Quốc tế như là một phần trong thương vụ 18 chiến đấu cơ Sukhoi Su-30MKM trị giá nhiều tỷ đô la giữa hai bên. Chính phủ Malaysia đầu tư kiến thiết các vệ tinh thông qua chương trình RazakSAT.",
vihallu_train_4087,extrinsic,intrinsic,extrinsic→intrinsic,khac,False,False,False,False,False,False,False,True,0.6315040019553997,0.34342992817629864,0.08042192426549924,0.6315040019553997,0.28807407377910105,5,133,37,0.6216216216216216,unknown,"Ngọn núi nào, mặc dù đã phun trào vào năm 2000, vẫn thu hút nhiều khách du lịch nhất Nhật Bản?","Núi Phú Sĩ, nổi tiếng với sự phun trào năm 2000, đã khiến nhiều người ngừng đến thăm vì lo ngại an toàn, mặc dù trước đó nó là điểm du lịch thu hút nhất Nhật Bản.","Ngọn núi lửa nổi tiếng nhất ở Nhật Bản là núi Núi Phú Sĩ, mà người Nhật gọi là Fuji-san, cao 3776 m. Sự dốc đứng và dạng hình nón gần như hoàn hảo của ngọn núi biến nó thành một cảnh tượng kỳ thú có thể nhìn thấy từ Tokyo. Núi Phú Sĩ là một điểm du lịch được ưa thích và hàng năm có nhiều người leo lên ngọn núi này. Ngọn núi lửa này phun trào lần cuối vào năm 1707 và ngủ yên từ đó đến nay. Tuy nhiên, tháng 8 năm 2000, các nhà khoa học đã phát hiện có những chấn động nhẹ bên dưới núi Phú Sĩ. Các chấn động này đang được nghiên cứu kỹ lưỡng, nhưng cũng đủ để đưa ra lời cảnh báo.",
vihallu_train_551,extrinsic,intrinsic,extrinsic→intrinsic,tu_tin_sai,False,False,False,False,False,True,False,False,0.8950313273752483,0.8279824821605918,0.03791982741009523,0.8950313273752483,0.06704884521465651,8,139,29,0.5862068965517241,unknown,Viiên Áng đuọc Cảnh Đế bô nhiệm làm Thái thường dể thi hành nhiệm vj gì?,Viên Áng được Cảnh Đế bổ nhiệm làm Thái thường để thương thảo hòa bình với Ngô vương và thiết lập liên minh chống lại các chư hầu khác.,"Thế quân 7 nước rất lớn. Trong triều, Tiều Thố và Viên Áng bất hòa. Viên Áng khuyên Hán Cảnh Đế nên bắt giết Tiều Thố thì quân chư hầu sẽ lui, vì chư hầu chỉ oán một mình Tiều Thố. Hán Cảnh Đế trong tình hình nguy cấp, vội vã nghe theo Viên Áng, bèn sai triệu kiến Tiều Thố rồi bắt giữ và chém ngang lưng ở chợ Đông. Cảnh Đế sai Viên Áng làm Thái thường, lãnh trách nhiệm sứ giả đi báo với Ngô vương việc giết Tiều Thố và phục lại đất đai cho chư hầu. Lúc đó Ngô vương và Sở Vương đang vây đánh nước Lương. Ngô vương không những không lui binh mà bắt luôn Viên Áng, ép phải theo mình làm phản. Viên Áng tìm cơ hội trốn thoát được.",
vihallu_train_555,extrinsic,intrinsic,extrinsic→intrinsic,khac,False,False,False,False,False,False,False,True,0.47734942404445124,0.11731703157301154,0.16261818348410909,0.47734942404445124,0.3600323924714397,4,104,36,0.6666666666666666,unknown,Sau thời gian bao nhiêu thì quân của Jose de Urrea đã giành được lợi thế trước quân Texas?,"Chỉ sau 5 ngày, quân của Jose de Urrea đã giành được lợi thế trước quân Texas, đánh bại mọi nỗ lực kháng cự và tạo nên cú sốc cho những người định cư tại Texas.","Tổng thống México Antonio Lopez de Santa Anna đích thân dẫn một đội quân đi chấm dứt cuộc nổi dậy. Đội quân viễn chinh México giành được thành công vào lúc đầu, Tướng Jose de Urrea đánh bại toàn bộ các nỗ lực kháng cự của người Texas dọc theo bờ biển mà đỉnh cao là cuộc tàn sát Goliad. Các lực lượng của Santa Anna sau một cuộc bao vây kéo dài 13 ngày đã áp đảo quân phòng thủ Texas trong trận Alamo. Tin tức về các thất bại gây ra tâm trạng hoang mang trong những người định cư tại Texas.",
vihallu_train_5944,extrinsic,intrinsic,extrinsic→intrinsic,tu_tin_sai,False,False,False,False,False,True,False,False,0.739109960759783,0.4796429618128641,0.0014230402932980497,0.739109960759783,0.2594669989469189,8,134,33,0.5454545454545454,unknown,Versailles dùng để làm gì sau khi nhà vua bị đuổi khỏi đó?,"Sau khi nhà vua bị đuổi khỏi Versailles, nơi này được chuyển đổi thành một viện bảo tàng nghệ thuật vào ngày 19 tháng 10, trở thành trung tâm văn hóa của Paris.","Việc chiếm ngục Bastille ngày 14 tháng 7 năm 1789 là bước đầu tiên. Jacques de Flesselles - prévôt des marchands của thành phố, tương đương thị trưởng - bị giết. Ngày 15 tháng 7, nhà thiên văn Jean Sylvain Bailly tới Tòa thị chính trở thành thị trưởng đầu tiên của Paris. Đến cuối tháng 7 thì tinh thần chủ quyền nhân dân lan ra khắp nước Pháp. Ngày 4 tháng 8, Quốc hội tuyên bố bãi bỏ chế độ phong kiến. Ngày 5 tháng 10, những người nổi dậy tới Versailles vào buổi tối. Sáng ngày 6, họ chiếm lâu đài và buộc nhà vua phải quay trở lại Paris, trú ngụ ở cung điện Tuileries. Sau đó một Quốc hội lập hiến được triệu tập ở Tuileries ngày 19 tháng 10.",
vihallu_train_6035,extrinsic,intrinsic,extrinsic→intrinsic,khac,False,False,False,False,False,False,False,True,0.666250680738204,0.3801757414367581,0.04767437996035007,0.666250680738204,0.28607493930144595,5,176,47,0.7021276595744681,unknown,Mông Cổ được trao vị trí quan sát viên tại Tổ chức Hợp tác Thượng Hải sau khi Liên Xô sụp đổ vào năm 1992 đúng không?,"Mông Cổ được trao vị trí quan sát viên tại Tổ chức Hợp tác Thượng Hải ngay sau khi Liên Xô sụp đổ vào năm 1989, đây là một phần trong nỗ lực của Mông Cổ để gia nhập các tổ chức quốc tế ngay lập tức.","Sự sự sụp đổ của Liên Xô vào năm 1989 tác động mạnh đến chính trường và thanh niên Mông Cổ. Nhân dân Mông Cổ tiến hành cách mạng dân chủ hòa bình vào năm 1990, dẫn đến hệ thống đa đảng và kinh tế thị trường. Một bản hiến pháp mới được ban hành vào năm 1992, cụm từ ""Cộng hòa Nhân dân"" bị loại bỏ khỏi quốc hiệu. Quá trình chuyển đổi sang kinh tế thị trường thường không vững chắc; vào đầu thập niên 1990 quốc gia phải đương đầu với lạm phát cao và thiếu hụt thực phẩm. Thắng lợi bầu cử đầu tiên của các đảng phi cộng sản đến vào trong cuộc bầu cử tổng thống năm 1993. Trung Quốc ủng hộ đơn đệ trình của Mông Cổ xin làm thành viên của Diễn đàn Hợp tác châu Á (ACD), Diễn đàn Hợp tác Kinh tế châu Á - Thái Bình Dương (APEC) và trao cho Mông Cổ vị thế quan sát viên tại Tổ chức Hợp tác Thượng Hải.",
vihallu_train_6263,extrinsic,intrinsic,extrinsic→intrinsic,tu_tin_sai,False,False,False,False,False,True,False,False,0.915033220787642,0.8522865816457714,0.022220140070487338,0.915033220787642,0.06274663914187056,7,216,46,0.6739130434782609,unknown,"Theo hiến pháp, quốc hội là cơ quan có quyền lực như thế nào nếu trên 90% đại biểu quốc hội không phải là Đảng viên Đảng Cộng sản Việt Nam và quốc hội có độc lập hoàn toàn từ đảng?","Quốc hội sẽ mất quyền lập hiến và lập pháp, chỉ còn vai trò tư vấn không ràng buộc, vì không còn đại biểu Đảng viên Đảng Cộng sản chiếm đa số, dẫn đến việc không thể quyết định chính sách cơ bản của quốc gia.","Quốc hội, theo hiến pháp là cơ quan đại biểu cao nhất của nhân dân, cơ quan quyền lực Nhà nước cao nhất của nước Cộng hòa xã hội chủ nghĩa Việt Nam. Quốc hội là cơ quan duy nhất có quyền lập hiến và lập pháp. Nhiệm vụ của Quốc hội là giám sát, quyết định những chính sách cơ bản về đối nội và đối ngoại, các nhiệm vụ kinh tế, xã hội, quốc phòng, an ninh, những nguyên tắc chủ yếu của bộ máy Nhà nước, về quan hệ xã hội và hoạt động của công dân. Trên 90% đại biểu quốc hội là Đảng viên Đảng Cộng sản Việt Nam nên quốc hội không có độc lập từ đảng, tuân thủ gần tuyệt đối các quy định của Đảng (tại các nước khác nhóm đại biểu chiếm đa số trong quốc hội cũng thường từ một đảng hay liên minh chính trị quyết định đường lối chính sách), tuy nhiên sau thời Đổi mới, vai trò của Quốc hội đẩy lên cao hơn. Nhiệm kỳ Quốc hội là 5 năm. Chủ tịch Quốc hội được Quốc hội bầu do đề cử của Ban Chấp hành Trung ương. Chủ tịch Quốc hội hiện nay (từ năm 2016) là bà Nguyễn Thị Kim Ngân.",
vihallu_train_639,extrinsic,intrinsic,extrinsic→intrinsic,tu_tin_sai,False,False,False,False,False,True,False,False,0.9373374983188535,0.8935441004289819,0.018869103791274815,0.9373374983188535,0.04379339788987161,4,112,38,0.6842105263157895,unknown,"Các nhóm thuộc cả hai phía liên minh và dân tộc đều tham gia vào cuộc nổi loạn, nhưng phải chăng Quân đội Cộng hoà Ireland Lâm thời là nhóm duy nhất chịu trách nhiệm cho toàn bộ thương vong trong ba thập niên xung đột?","Quân đội Cộng hoà Ireland Lâm thời là nhóm duy nhất chịu trách nhiệm cho toàn bộ thương vong trong ba thập niên xung đột, vì các nhóm khác không tham gia bạo lực trong thời kỳ đó.","Các nhóm khác thuộc cả bên phía liên hiệp và dân tộc cũng tham gia vào bạo lực, một thời kỳ được gọi là the Troubles bắt đầu. Có trên 3.600 người thiệt mạng trong ba thập niên xung đột. Do bất ổn dân sự, Chính phủ Anh đình chỉ tự trị vào năm 1972 và áp đặt cai trị trực tiếp đối với Bắc Ireland. Năm 1998, sau một lệnh đình chiến của Quân đội Cộng hoà Ireland Lâm thời và đàm phán nhiều bên, Hiệp nghị Thứ sáu Tốt lành được ký kết giữa chính phủ Anh và Ireland, bổ sung văn bản nhất trí trong đàm phán nhiều bên.",
vihallu_train_6524,extrinsic,intrinsic,extrinsic→intrinsic,phan_van,False,False,False,False,False,False,True,False,0.4467581735218521,0.00850744797788694,0.11499110093418272,0.4467581735218521,0.43825072554396516,4,147,54,0.6296296296296297,unknown,"Trong tình hình các thuộc địa Mỹ và các quốc gia mới phát triển nhanh chóng thì những người tiên phong đổ xô đến định cư tại các khu vực mà người bản địa Mỹ đã tự nguyện nhường lại từ năm 1800, đúng không?","Không, người bản địa Mỹ không tự nguyện nhường lại đất đai. Họ thường phải đối mặt với sự cưỡng ép và bạo lực từ người định cư và quân đội. Năm 1830, Đạo luật Di dời Người da đỏ đã buộc nhiều bộ lạc phải di cư đến các khu đất dành riêng.","Các thuộc địa Mỹ và quốc gia mới phát triển nhanh chóng về dân số và diện tích khi những người tiên phong đổ xô đến biên cương khu định cư phía tây. Tiến trình này cuối cùng cũng chấm dứt vào khoảng năm 1890 đến năm 1910 khi các vùng đất nông nghiệp và đất nông trại chính yếu cuối cùng có người định cư. Các bộ lạc người bản địa Mỹ tại một số nơi chống đối bằng vũ lực nhưng họ bị người định cư và quân đội tràn ngập và sau năm 1830 họ bị di dời đến các khu dành riêng tại miền tây. ""Thuyết đề Biên cương"" có ảnh hưởng cao cho rằng biên cương đã tạo nên tính cách quốc gia cùng với sự táo bạo của nó là bạo lực, sáng kiến, chủ nghĩa cá nhân và dân chủ.",
vihallu_train_6530,extrinsic,intrinsic,extrinsic→intrinsic,tu_tin_sai,False,False,False,False,False,True,False,False,0.8244569514211988,0.6757584708747727,0.026844568032375022,0.8244569514211988,0.1486984805464261,5,139,41,0.5853658536585366,unknown,"Giả sử rằng cuộc chiến tranh Tây Ban Nha-Mỹ kết thúc với việc Tây Ban Nha giành chiến thắng quyết định, nước nào trên thế giới đã trải qua các sự kiện gần giống với những gì đã xảy ra ở Cuba?","Nếu Tây Ban Nha giành chiến thắng, Cuba có thể đã trải qua tình huống tương tự như Philippines, nơi có phong trào độc lập mạnh mẽ và các cuộc kháng chiến vũ trang chống lại sự kiểm soát ngoại bang.","Kết quả là cuộc Chiến tranh Tây Ban Nha-Mỹ, trong đó các lực lượng Mỹ đổ bộ xuống Cuba tháng 6 năm 1898 và nhanh chóng đè bẹp sự kháng cự yếu ớt của Tây Ban Nha. Tháng 8 một hiệp ước hòa bình được ký kết theo đó Tây Ban Nha đồng ý rút lui khỏi Cuba. Một số người ủng hộ ý kiến Hoa Kỳ trao trả độc lập cho Cuba, trong khi những người khác muốn sáp nhập lãnh thổ này. Để dàn xếp, chính quyền McKinley đặt Cuba dưới một hiệp ước bảo hộ 20 năm của Hoa Kỳ. Phong trào độc lập tại Cuba phản đối kế hoạch này, nhưng không giống như Philippines, nơi các sự kiện cũng diễn ra tương tự, không hề có cuộc kháng chiến vũ trang nào xảy ra.",
vihallu_train_1155,extrinsic,no,extrinsic→no,chep_lai_ma_sai,False,False,True,False,False,True,False,False,0.9666069978856151,0.9428904979038999,0.9666069978856151,0.009676502132669606,0.023716499981715194,6,160,42,0.8809523809523809,unknown,"Với sự đa dạng tôn giáo và văn hóa phong phú ở Ả Rập Xê Út, những ngày lễ nào như Giáng Sinh hay Phục Sinh được tổ chức rộng rãi và chào đón bởi tất cả các cộng đồng tôn giáo?",Giáng Sinh và Lễ Phục Sinh không được tổ chức rộng rãi hoặc chào đón tại Ả Rập Xê Út. Các lễ hội phi Hồi giáo không được dung thứ và việc lập điểm thờ phụng phi Hồi giáo không được phép.,"Do các hạn chế tôn giáo, văn hoá Ả Rập Xê Út thiếu đa dạng về biểu lộ tôn giáo, các toà nhà, lễ hội và sự kiện công cộng thường niên. Việc kỷ niệm các ngày lễ Hồi giáo (phi-Wahhabi) như sinh nhật Muhammad và ngày Ashura, (một ngày lễ quan trọng đối với 10–25% dân số theo Hồi giáo Shia), chỉ được khoan dung khi có quy mô nhỏ tại địa phương. Tín đồ Shia cũng phải đối diện với kỳ thị có hệ thống trong công việc, giáo dục, tư pháp theo đánh giá của Tổ chức Theo dõi Nhân quyền. Các lễ hội phi Hồi giáo như Lễ Giáng Sinh và Lễ Phục Sinh hoàn toàn không được dung thứ. Không được phép lập các điểm thờ phụng phi Hồi giáo tại Ả Rập Xê Út. Trong các vụ kiện bồi thường pháp lý (Diyya) người phi Hồi giáo nhận được ít hơn người Hồi giáo.",
vihallu_train_1239,extrinsic,no,extrinsic→no,tu_tin_sai,False,False,False,False,False,True,False,False,0.9784033658545731,0.9645600602203257,0.9784033658545731,0.007753328511179448,0.013843305634247426,5,168,32,0.7272727272727273,unknown,"Ai là người đã giúp nhà vua Louis XV phát triển niềm đam mê với địa lý và các kỹ thuật vẽ bản đồ, mặc dù ông nổi tiếng là không hứng thú với khoa học và thường xuyên bỏ qua các bài học của mình?","Chính Tu viện trưởng André-Hercule de Fleury, Giám mục xứ Frejus, đã giúp nhà vua Louis XV phát triển niềm đam mê với địa lý và các kỹ thuật vẽ bản đồ.","Gia sư của nhà vua là Tu viện trưởng André-Hercule de Fleury, Giám mục xứ Frejus, (về sau trở thành Hồng y de Fleury), dạy cho ông các ngôn ngữ Latin, Ý, các môn lịch sử, địa lý, thiên văn, toán học, mĩ thuật và bản đồ. Khi Sa hoàng Nga có chuyến thăm nước Pháp, nhà vua khiến Sa hoàng thích thú khi ông xác định những con sông, thành phố và các địa điểm địa lý của Nga. Trong những năm cuối đời nhà vua vẫn đam mê với khoa học và địa lý; ông lập ra Khoa Vật lý (1769) và Cơ khí (1773) tại Collège de France., và tài trợ cho tấm bản đồ hoàn chỉnh và chính xác đầu tiên của nước Pháp, Cartes de Cassini. Ngoài các môn khoa học lý thuyết, ông còn nhận được nền giáo dục thực tiễn trong chính phủ. Bắt đầu từ năm 1720 ông tham dự các cuộc họp thường kỳ của Hội đồng Nhiếp chính.",
vihallu_train_2943,extrinsic,no,extrinsic→no,prompt_noisy,True,False,False,False,False,True,False,False,0.744463170720681,0.531633266641559,0.744463170720681,0.21282990407912203,0.04270692520019697,4,115,37,0.7837837837837838,noisy,Tiet canh la mon an gi o?,"Tiết canh là món ăn từ tiết động vật kết hợp với sụn, thịt băm, ăn kèm lạc rang, rau thơm. Tuy nhiên, nó thường bị cảnh báo vì nguy cơ truyền bệnh và ký sinh trùng.","Tiết canh là món tươi sống làm từ tiết lợn, tiết vịt, tiết ngan (đôi khi có cả tiết chó, tiết chim, tiết cua bể) đã được hãm cho khỏi đông, kết hợp với sụn, thịt băm nhỏ để kết đông sản phẩm. Ăn kèm lạc rang tách vỏ, hạt tiêu, ớt, rau thơm và thậm chí, nó có thể ăn với lòng lợn luộc. Có hai dạng biến thể của tiết: hoặc hoàn toàn tươi sống, hoặc có chần qua nước sôi một chút. Món tiết canh thường được các cơ sở y tế khuyến cáo vì có thể truyền nhiều thứ bệnh và ký sinh trùng như dịch tả, giun, sán, bệnh dại,...",
vihallu_train_2974,extrinsic,no,extrinsic→no,khac,False,False,False,False,False,False,False,True,0.6777278208769819,0.48693567705010987,0.6777278208769819,0.19079214382687204,0.13148003529614605,4,116,43,0.6744186046511628,unknown,"Adversarial Question: Có phải việc truy cập tới các dữ liệu chia sẻ luôn được quản lý tốt nhất bằng cách không sử dụng bất kỳ kỹ thuật đồng bộ hóa nào như hàng đợi thông điệp hoặc semaphores, bởi vì điều đó sẽ đơn giản hóa hệ thống?","Việc truy cập tới các dữ liệu chia sẻ cần được quản lý bằng kỹ thuật đồng bộ hóa như hàng đợi thông điệp và semaphores để đảm bảo an toàn và tránh xung đột, không nên bỏ qua các phương pháp này.","Bất kỳ tác vụ nào có thể phá hủy dữ liệu của một tác vụ khác đều cần phải được tách biệt một cách chính xác. Việc truy cập tới các dữ liệu chia sẻ có thể được quản lý bằng một số kỹ thuật đồng bộ hóa như hàng đợi thông điệp (message queues), semaphores … Vì những phức tạp nói trên nên một giải pháp thường được đưa ra đó là sử dụng một hệ điều hành thời gian thực. Lúc đó, các nhà lập trình có thể tập trung vào việc phát triển các chức năng của thiết bị chứ không cần quan tâm đến các dịch vụ của hệ điều hành nữa.",
vihallu_train_4186,extrinsic,no,extrinsic→no,tu_tin_sai,False,False,False,False,False,True,False,False,0.9391280026492753,0.8809345426284063,0.9391280026492753,0.058193460020868996,0.0026785373298556753,4,125,26,0.6923076923076923,unknown,"Mặc dù nhạc cổ điển chiếm ưu thế tuyệt đối trong suốt thế kỷ XX, những thể loại nhạc nào lại bất ngờ nổi lên vào giữa thế kỷ này?","Nhạc pop và rock bất ngờ nổi lên vào giữa thế kỷ XX, mặc dù nhạc cổ điển chiếm ưu thế trong suốt thế kỷ này.","Âm nhạc Pháp về sau đi theo xu hướng nổi lên nhanh chóng của nhạc pop và rock vào giữa thế kỷ XX. Mặc dù các tác phẩm bằng tiếng Anh được ưa thích trong nước, song âm nhạc đại chúng Pháp hay còn gọi là chanson française vẫn rất phổ biến. Trong số các nghệ sĩ Pháp quan trọng nhất của thế kỷ có Édith Piaf, Georges Brassens, Léo Ferré, Charles Aznavour và Serge Gainsbourg. Mặc dù Pháp có rất ít ban nhạc rock so với các quốc gia nói tiếng Anh, song các ban nhạc như Noir Désir, Mano Negra, Niagara, Les Rita Mitsouko và gần đây hơn là Superbus, Phoenix và Gojira, hay Shaka Ponk, được ưa thích trên toàn thế giới.",
vihallu_train_4565,extrinsic,no,extrinsic→no,chep_lai_ma_sai,False,False,True,False,False,False,True,False,0.4504801986205386,0.008430630068283373,0.4504801986205386,0.44204956855225525,0.1074702328272062,3,150,39,0.8461538461538461,unknown,Điều gì mà Mỹ muốn có ở một chính phủ mới ở Việt Nam?,"Mỹ muốn một chính phủ mới ở miền Nam Việt Nam không phân biệt thành phần, nhằm xử lý hiệu quả các vấn đề của đất nước và tránh sự bất mãn, đối kháng từ các nhóm khác nhau.","Người Mỹ cũng nhận thức được sự yếu kém của chính quyền Việt Nam Cộng hòa. Theo nhận định của người Mỹ, Mỹ cũng thấy được sự vỡ mộng ""đặc biệt là ở các tầng lớp có học"", sự ""bất mãn trong các sĩ quan quân đội"", ""nỗ lực của chế độ bảo đảm an ninh nội bộ khi cho rằng một chính phủ độc tài là cần thiết để xử lý các vấn đề của đất nước sẽ dẫn đến một áp lực liên tục của các yếu tố đối lập tiềm năng"", ""trong một khoảng thời gian dài, sự tích tụ bất bình giữa các nhóm khác nhau và các cá nhân có thể dẫn đến sự phát triển của phong trào đối kháng quốc gia""... Mỹ thấy cần ủng hộ việc thành lập một chính phủ mới ở miền Nam Việt Nam, không phân biệt thành phần.",
vihallu_train_556,extrinsic,no,extrinsic→no,khac,False,False,False,False,False,False,False,True,0.46753500427051314,0.1301773276933516,0.46753500427051314,0.19510731915232543,0.33735767657716154,3,130,52,0.5769230769230769,unknown,"Những phe thất bại bao gồm những người ủng hộ mạnh mẽ Charles de Gaulle và các chính sách của Đệ ngũ Cộng hoà, như Mitterrand?","Những phe thất bại không bao gồm những người ủng hộ mạnh mẽ Charles de Gaulle mà chủ yếu là Đảng Cộng sản Pháp (PCF) và các nhà chính trị cộng hoà cánh tả. Mitterrand, người ban đầu phản đối Đệ ngũ Cộng hoà, sau đó trở thành một trong những nhà","Năm 1958, Mitterrand là một trong số ít ứng cử viên để Charles de Gaulle chỉ định làm lãnh đạo chính phủ, và cho kế hoạch của de Gaulle về một nền Đệ ngũ Cộng hoà. Ông đã thay đổi sự đối lập của mình trong hoàn cảnh de Gaulle quay trở lại: cuộc khủng hoảng tháng 5 năm 1958 và áp lực quân đội. Tháng 9 năm 1958, quyết định đối đầu với Charles de Gaulle, Mitterrand đưa ra một lời kêu gọi bỏ phiếu ""phản đối"" trong cuộc trưng cầu dân ý về hiến pháp, tuy nhiên nó vẫn được thông qua ngày 4 tháng 10 năm 1958. Liên minh thất bại gồm PCF và một số nhà chính trị cộng hoà cánh tả (như Mendès-France và Mitterrand).",
vihallu_train_6214,extrinsic,no,extrinsic→no,chep_lai_ma_sai,False,False,True,False,False,True,False,False,0.8994166728685487,0.8320575424545745,0.8994166728685487,0.06735913041397415,0.033224196717477165,6,212,31,0.8529411764705882,unknown,"Ai có nhiệm vụ cung ứng 20.000-30.000 kỵ binh, trong khi đồng thời đóng vai trò là trung tâm hành chính chính của thủ đô Constantinople?","Hãn vương người Tatar của Hãn quốc Krym có nhiệm vụ cung ứng 20.000-30.000 kỵ binh, nhưng không đóng vai trò là trung tâm hành chính chính của thủ đô Constantinople.","Vì thế mà sợi dây chính trị nối kết các sắc tộc và tôn giáo khác nhau cần thiết phải linh động và lỏng lẻo. Sultan trị vì từ thủ đô Constantinople (nay là Thành phố Istanbul của Thổ Nhĩ Kỳ, nhưng bộ máy hành chính địa phương nằm trong tay các tiểu vương, hoàng thân, hãn vương,..., có địa phương được tự trị mọi việc ngoại trừ cái tên. Các hoàng thân Cơ đốc giáo vùng Balkan được sultan chọn, nhưng một khi đã lên nắm quyền, lòng trung thành của họ chỉ thể hiện qua việc nộp triều cống cho các sultan. Mỗi năm, từng đoàn xe goòng tải đến Constantinople vàng và những loại tiền thuế. Hãn vương người Tatar của Hãn quốc Krym cai trị từ thủ phủ Bakhchisarai như là vị lãnh chúa độc tôn, chỉ có nhiệm vụ cung ứng 20.000-30.000 kỵ binh mỗi khi các triều đình Ottoman có chiến tranh. Về phía tây cách gần 2.000 kílômét, các vùng Tripoli, Tunis và Algérie chỉ thực hành nghĩa vụ chiến tranh bằng cách điều tàu chiến (bình thường làm giàu nhờ nghề hải tặc cướp bóc tất cả các nước) đi đánh các cường quốc Hải quân theo Cơ đốc giáo như Venezia và Genova.",
vihallu_train_6298,extrinsic,no,extrinsic→no,phan_van,False,False,False,False,False,False,True,False,0.5290552920595264,0.0902585720090544,0.5290552920595264,0.438796720050472,0.03214798789000163,3,129,37,0.7297297297297297,unknown,"Vào thời điểm lớn mạnh, Đế quốc Ottoman có dân số đứng sau quốc gia nào ở châu Âu, ngoại trừ Pháp và Tây Ban Nha, mặc dù Tây Ban Nha thực sự không tồn tại trong danh sách các quốc gia lớn vào thời điểm đó?","Vào thời điểm lớn mạnh, Đế quốc Ottoman có dân số đứng sau quốc gia Pháp ở châu Âu, và Tây Ban Nha không được coi là một trong các quốc gia lớn vào thời điểm đó.","Vào thời lớn mạnh, Đế quốc Ottoman đã trải dài toàn bộ đông-nam châu Âu bờ bắc Địa Trung Hải, cả bờ biển bắc châu Phi cho đến Maroc phía nam Địa Trung Hải. Trong thế kỷ XVII, Đế quốc Ottoman có khoảng 25 triệu dân – một con số khổng lồ vào thời đó, gần bằng gấp đôi bất cứ nước nào ở châu Âu ngoại trừ Pháp. Gần 30 quốc gia hiện nay đã được thành lập từ lãnh thổ cũ của Đế quốc Ottoman: Thổ Nhĩ Kỳ, Hy Lạp, Bulgaria, România, Nam Tư (sau này phân làm 5 nước độc lập), Hungary, Albania, Syria, Liban, Jordan, Israel, Aden, Kuwait, Ai Cập, Sudan, Libya, Iraq, Yemen, Tunisia, Algérie, Síp, Armenia, Gruzia, Ukraina và một phần nước Nga.",
